label,corrected_text
1,Okej ale wspierajcie cb ooo jak wyjdzie lmao yall bitches from savanna
1,no sory ze nie potrafię mieć wyjebae
1,jeżeli to nie boty to ja nie wiemXD
1,jeżeli mam wf to zawsze mam dwa pod rząd także wf
1,czytam flowers from 1970 jeszcze raz
1,Btw jesteśmy razem ponad 2 lata xd
1,kolejnym aspektem jest psychoteriapia ja akurat dobrze trafiłam i opłacało się czekać 5 miesięcy na miejsce mam finansowane przez nfz ale znam dużo ludzi którzy nie mieli tyle szczęścia i ich psychoterapeuci byli jacyś odklejeni i płacili za terapię dużo kasy
1,zacznijmy od tego że w Polsce system psychiatrii dziecięcej jest w opłakanym stanie psychiatrów dziecięcych jest w naszym kraju 419 wykonujących zawód stan na 2019 na ok 7000000 dzieci wiek od 017 spis z 2021 roku pomijając liczbygtgtgt
1,do takiego psychiatry jest się strasznie ciężko dostać a znalezienie dobrego psychiatry graniczy z cudem
1,słowem wstępu od ponad roku mam zdiagnozowana depresję problem w tym że zdiagnozowana była totalnie bez jakiegoś dłuższego drążenia tematu już na pierwszej wizycie dostałam leki które nic nie dawały a na kolejną wizytę czekam do końca mają gtgtgt
1,chciałam żeby powstał tu jakiegoś rodzaju pamiętnik może więcej ludzi zauważy ten profil i będą mogli się podzielić tu swoją historią
1,never was much of a romantic nie mogę spać po nocach bo myślę czy gdybym zrobiła coś inaczej to byś nie urwał kontaktu
1,umarłam już dawno temu więc nawet nie myśl że mnie znasz
1,właśnie zdałam sobie sprawę jak bardzo nienawidzę mojego ex
1,zwykła earl grey
1,pracuję w cukierniokawiarni i obecnie mamy winter coffee czyli lattę z syropem waniliowoczekoladowym jest cudowna serio
1,z cukrem najlepiej brązowym
1,3 cudna
1,wiele ich jest
1,telefon
1,ostatnimi czasy jestem z Ciebie dumna to mnie naprawdę motywuje
1,tak
1,chciałabym żeby miał szacunek do ludzi i żeby mnie kochał i nie oszukiwał
1,Dlaczego oni się zdecydowali na tak brzydkie pocztówki
1,Totalnie zapomniałam o jesc w tym roku i nawet nie znam piosenek XD Ale oglądamy
1,mam 7 minut na dojechanie na wf lekka kraksa
1,boję się że moje adhd mnie zje na studiach i nie zostawi nawet okruszków Pierwszego dnia było spoko wczoraj w połowie wykładu moje skupienie się całkowicie wyłączyło i nie byłam w stanie niż zrozumieć i nic zanotować słyszałam słowa ale ich nie rozumiałam i agrghhhh
1,halo gdzie mój usos
1,I za powstanie filmu tak okropnego jak Spiderman far from homę Jakby ranienie Spideya powinno być nielegalne
1,ODDAJCIE MU TO KONTO KURWA JA MAM TAM najważniejszego NA świecie TIKTOKA JEGO MACIE GO odbanować
1,ustawiać się w kolejkę
1,jeśli otworzę album hlalunga i będzie to peceta która chce najmniej to macie wpierdol wszyscy po kolei
1,grunt to mieć spaniałych przyjaciol
1,ALE ZIMNO WY KURWY
1,tak bardzo nie ma na eu twt kontentu z oneus ze przejdę na koreański i będę napierdalać z tłumacza
1,PORZYGWM się ZE śmiechu dostał BANA NA TIKTOKU ZA TO ZE się PODSZYWA POD SIEBIE I powiedział ZE został HWANWOONGIEM Z TEMU TO TAK ABSOLUTNIE ZABAWNE
1,dwie kurwy jebane kturych nie nawidzę
1,ja pierdolę człowieku wstyd kurwa
1,nie mowie o op tylko o tym kretynie
1,a oddasz mi moja dziewczynę Thanks from mountain
1,TO ZNACZY ZARTOWALEM ZE TYM głosem ALE chętnie POSLUHAM BO zależy CZY KOMFORTOWO CZUJESZ się GO PP WYSLAC CZY przeczytać I WANTED TO SEE IT FROM THE START SORKI
1,Joł nałraky Kolega będzie ci dziąsła leczył DanielNawrocki_ Danielek wystawiłeś się publicznie więc nic nie m prawa cię chronić ćpun doradca NawrockiKn fest
1,Gnoje
1,I to jest piękne
1,Jezus Maria
1,
1,Maliniak nową aplikację podbija
1,Śpicie Czy czekacie na orędzie
1,Larry
1,Proszę państwa to jest Tomasz Duklanowski który ujawnił dane wrażliwe dotyczące syna pani Magdy Filiks Nie bądźcie jak Tomasz który ujawnia się na Twitterze za każdym razem gdy znajdzie pedofila Tylko w jednej partii
1,Viva papa Leo
1,Najlepiej wpisz w googla Malaga Airport rental cars Tam nie tak łatwo znaleźć niektóre wypożyczalnie ale dasz sobie radę 1 2
1,Tak Układają wypowiedź po polsku a nie po angielsku I potem powstają perełki typu thank you from the mountain
1,Przepalona żarówka za 500 zł To mi się śni Czy to przekręt stulecia
1,No to taka sama sprawa jak w UK teraz jest w PL dużo spraw jest na wokandach z frankowiczami a są jakieś zakamarki prawne które pięknie można obejść Fresh info from my boss today Ale on użył firmę no win no fee
1,Uwielbiam go Raz dostałam likę from him
1,Jak będziecie jeszcze raz w Kardamenie Idźcie do garden caffee jak będzie Jack w pracy to hasło brzmi greetings from Broniuszka To moja Grecka rodzina jest
1,każdego dnia w pracy mam nadzieję ze ktoś powie kończymy dziś wcześniej a nie róbcie trochę szybciej
1,ogólnie ja wyglądam jak ten mem za każdym razem jak się ze mną nie zgadza
1,mój chłopak mówi ze przejmuje się jego psem jak własnym poczekajcie ja go ukradnę znaczy pożycze na zawsze
1,jak się dobrze złoży to będę znowu w amsterdamie powinno się udać przez następne 5 tygodni
1,chociaż mi się wydaje ze ja byłem bardzo rozgadanym dzieckiem tylko zaczęto mnie zawstydzać przez to i teraz mówienie tego co myśle jest niekomfortowe drugi powód to autyzm i mutyzm wybiórczy i hate having both
1,wolałbym mieć nie umiem przestać mowic adhd niż nie potrafię nic powiedzieć bo mam za dużo myśli w głowie więc siedzę grobowej ciszy
1,stworzyłem mnie i Qespiane w simsach 2
1,sarenki 3
1,pierwszy dzień mając 22 lata a ja już mam własna farmę nawet dwie co prawda w grze ale to szczegol
1,WSZYSTKIEGO NAJLEPSZEGO DLA MNIE
1,jutro mam urodziny niesamowite będzie kończyc 22 lata mowie to co roku bo nie sadziłem że będę zyc tyle czasu
1,będę zajebistym GEJmerem D
1,to takie piękne jak ktoś kocha cię za to jaki jesteś i akceptuje cię w każdym wydaniu niby to jakieś barę minimum ale ja to doceniam cholernie jestem wdzięczny ze go mam i jest ze mną dzięki niemu czuję się o wiele spokojniej i lepiej
1,wasza krzywdząca opinia nie jest ważniejsza niż czyjaś krzywda ale mało kto jest gotowy na te rozmowę
1,ludzie nawet w wielkanoc potrafią wylewać z siebie tyle jadu ze pójdzie w pięty zamiast spedzic czas z rodzina to piszą okropne komentarze nie rozumiem jak można być dumnym z bycia chujem nawet nie niemiłym ale czystym chamem każdemu powinno być wstyd ze tak robi
1,a op wspolczuje ze takie coś miało miejsce tak nie powinno być
1,czy wasz chłopak też śpiewa bo burnhama w niedzielę wielkanocna bo mój tak
1,prawie teściowa nie chce żebym przypadkiem schudnął bo narobiła tyle ciasta ze będę jeść je całe czas
1,obejrzałem dziś wszystkie puste pokoje film krotkometrazowy który został nagrodzony oscarem w tym roku upamiętnia on ofiary szkolnych strzelanin w usa i pokazuje ich pokoje oraz ich historię
1,ja się uda to pojadę na pyrkon w tym roku plus próbuje przekonać chłopaka na to by pojechał ze mną na doję cat i openera
1,ok
1,from me to SEKRETARKA Z INSTYTUTU
1,strangers from hell n jest tak do końca queer ale fajny serial też
1,Keep anatomia away from me nie po to uciekałam z pielęgniarstwa
1,To ja kiedy ludzie się dowiedzieli że mam notatki a do tego ładnie piszę
1,from me to tiktok proszę przestać pokazywać mi filmiki ze szczurami bo ja też chce szczura serdecznie nie pozdrawiam
1,from me to me przestań zasypiać w dziwacznych pozycjach albo nie narzekaj na ból pleców nie pozdrawiam i nie dziękuje
1,czemu nie mogłeś jutro
1,takie dojebanie zapakowałam karty łasce z vinted że mi napisała I absolutely loved it
1,What can I say Im a girls girl
1,Dziękuję
1,kurwa chciałam sobie kupić koszulkę fall out boy na 20 lecie from under the cork tree ale dostawa kosztuje 80 złotych
1,nie no wiem że to nie słaba ocena tylko to chyba jedne z moich fav filmów I say this not remembering a single thing from the płot besides nick being gay and emotional ale pamiętam że mi się oba podobały i wsm też oglądałam ostatnio żeby się pośmiać z nicka ngl XD
1,Dzięki
1,omg nieźle to chyba tylko strangers from hell kojarzę
1,myśle ze kwestia paru godzin NO BO TO JEST Z WYSTĘPU W KTÓRYM ŚPIEWAŁ ZITTI E BUONI XDD nawet sam wrzucił to zdjęcie na ig z podposem damiano from wish
1,Ja obejrzałam już prawie 40 xd mam to na liście ale nie jest moim priorytetem Teraz oglądam te co wychodzą czyli dear x dynamite kiss nice to not meet you a z tych wcześniejszych to zabiorę się za strangers from hell
1,to mój mózg ma jeszcze mieć swój peak bro it peaked many years ago from there it is a downward spiral
1,Jestem w takim momencie życia ze już nie wiem co robić żeby znowu się nim cieszyć
1,JAPIERDOLE MAMY złoto gangłysego
1,Praca w wakacje jest spoko bo masz własny hajs ale wstawanie do niej przed 5 mnie zabija kiedyś o tej porze to wracałam z imprez
1,Pierwszy set klasa gangłysego
1,Mam nadzieję ze jutro znajdziemy siłę i ładnie wygramy bo bardzo tego potrzebujemy gangłysego
1,Strasznie ciężki ten mecz gangłysego
1,A taki ładny początek gangłysego
1,Może dziś się uda szybkie 30 dla nas gangłysego
1,Tak się czułam cały set gangłysego
1,Nie no ale ze drugi set wygrywamy a inne nam idą tak słabo to jakiś żart gangłysego
1,Kuba któl asów gangłysego
1,Kochan świat dominacja gangłysego
1,Święta trójca dziś razem na boisku będzie dobry mecz gangłysego
1,Jak Bartman znowu będzie pierdolił głupoty na Leona to mój telewizor poleci przez okno gangłysego
1,Kurek to zaraz w winiara pierdolnie gangłysego
1,Zaraz dostanę zawału gangłysego
1,Kochan wracaj gangłysego
1,ALE BLOK piękny gangłysego
1,ASSSS gangłysego
1,Chuj w dupę czemu taka rożnica między trzecim a czwartym setem gangłysego
1,Moxe jeszcze jakaś zmiana by się przydała gangłysego
1,Jest i on Pan Fornal gangłysego
1,JAPIERDOLE JESTEŚ SZALONA LECI gangłysego
1,może jakaś zmiana żeby ich rozpierdolić gangłysego
1,Bartman w ttm studiu mnie wkurwia cały czas mu coś nie pasuje zamiast pochwalić gangłysego
1,Jakbym była komentatorem męczy w siatę jedyne co bym mowila to kurwa a nie kto ma jaki kontrakt gangłysego
1,Co się dzieje co się dzieje chłopaki miażdżą gangłysego
1,Grzesiu as pięknie gangłysego
1,Nikola wkurwiony gangłysego
1,Leon się odpala gangłysego
1,możemy porozmawiać o tym bólu i miejscowym dyskomforcie a także o dietoterapii i aktywności fizycznej Ból i dyskomfort z bólu mdlałam i traciłam czucie w nogach Miejscowy dyskomfort Mdłości wymioty biegunki omdlenia Nie wyleczę tego dietoterapia i aktywnością fiź
1,na lotnisku jakiekolwiek wspomnienie o bombie zamachu itp automatycznie może być sygnałem do kontroli zatrzymania a także odmówienia wejścia na pokład samolotu
1,skąd ludzie mają jakiś przeciek o rzekomej dacie koncertu Justina
1,chciałabym scrubsy z materiału którego nie trzeba prasować
1,Bieber na śląski
1,Justin na śląski tego nam wszystkim życzę
1,też jestem jak ona tylko bez pieniędzy
1,10 lat temu tak Teraz zupełnie nie czułabym że to jest wymuszone i zrobione pod nagrania
1,kocham rzeczy o smaku mango i nie wyobrażacie sobie jak jest mi przykro że one mają mleko
1,jeżeli ma z nim fotę to omg super została obrabowana z mampg na trasie
1,Adele nie ma przecież show na scenie i nikt jej nie canceluje
1,czemu by miało być skoro on takie występy robił przez ponad 10 lat
1,i przyszedł for the real ones a nie dla tych co znają sorry where arę u nów i myślą że on nadal robi występy w stylu purpose tour
1,występ Sabriny był bardzo fajny ALE oczekiwanie od Justina że też taki zrobi jest bezsensu xd Justin już takie robił przez lata
1,chyba unpopular ale bardzo Widać było że taki rodzaj występu spokojny i bez martwienia się o choreografię bardzo mu pasuje Było tak jak on chciał skupiając się na samej muzyce
1,dlatego ten występ jest for the real ones
1,Favorite Girl mnie przerosło i się popłakałam
1,Angelika nikomu tym krzywdy nie robi i bardzo dobrze że w przeciwieństwie do was z wiekiem nie rośnie jej kij w tyłku i nie zachowuje się jakby pokazywanie emocji było dziecinne
1,xdddd
1,nazwij kogoś dzieckiem napisz mu że ma dorosnąć zablokuj go
1,standardowo te dwa z only bio i teraz polubiłam się z tym ze stars from the stars odżywki do nich z tych serii
1,Zgodziłam się na zwolnienie z mechaniki bo jak się miało jakąś średnia ocen to mogło się zwolnić na 4 ale potem żałowałam bo z egzaminu bym dostała 5 Z reguły trzeba i tak dobrze umieć przedmiot żeby wgl była możliwość zwolnienia
1,jesteś p0lkom silnom mondrom kobiecom pewnom siebie niezaleznom troskliwom zabawnom bezposredniom do bulu szczerom więc tępa kurwo zakręć dupskiem gdzie trzeba i jakiś frajer się znajdzie kurwa mac
1,Nigdy nie zapomnę ogłoszenia pracy idealnej dla studenta w której w tygodniu robiło się nocki na magazynie a praca w weekendy nie była dostępna bo mieli od tego innych ludzi
1,Zależy jak wychowasz Wbrew pozorom to naprawdę spokojna rasa
1,Pepsi zero and Cola zero from biedronka
1,jezus halo ile MójJubileuszX
1,ok czekam na jutro
1,koniec sesji
1,Lepiej tamować krew pulsująco czy po prostu dociskając Bo różne słyszałam opinie ale nie wiem która jest medycznie poprawna
1,No to już był boss jakiś
1,Dobra theard testów lecimy
1,Znowu robię testy bo lubię pytania
1,Ktoś mi na Tumblerze napisał że jestem dużą inspiracją ᥫ
1,Palenie kadzideł to moje nowe hobby
1,Ja gdy ktoś mi powie że potrzebuję pomocy a nie że wymyśliłam swoją filozofię i nikt nie przeczyta moich pism po mojej śmierci dzięki którym zostanę jednym z przedstawicieli filozofii pesymizmu
1,Dzisiaj sesja nowymi żyletkami
1,Siedzę u weterynarza i patrzy na mnie intensywnie jakaś słodka chihuahua
1,Matka powiedziała że nie potrzebuję lekarza Nie mogę tego słuchać Muszę być chora inaczej nic ze mnie nie będzie Cały potencjał leży w zaburzeniach
1,Przysięga
1,Chcę do psychiatry ratujcie mnie nie obchodzi mnie już ta waga jestem zbyt zniszczona
1,Nigdy nie będę taka ładna i mądra jak inni chcę się poddać
1,Chyba nie idę do szkoły nie dam rady
1,Mam ochotę wrócić do tamtego stylu życia
1,Znów zaspałam i nic nie umiem na niemiecki Może się po prostu zabiję
1,Zabolała mnie łydka więc pewnie mam zakażenie rany na stopie od obtarcia Już raz tak miałam zobaczymy czy moje hipochondryczne przepowiednie się sprawdzą
1,Moje myśli są coraz gorsze coraz gorsze
1,Filozofia potrafi zniszczyć i zbudować
1,Mały sukces
1,Ja po tym jak powiem że muszę napisać wierszrozprawkę
1,Kocham was tylko wy mnie słuchacie choć pewnie często nie rozumiecie Każde polubienie to dla mnie nie tylko liczba a wiedzą że nie jestem sama z moimi myślami
1,Mam tylko dwie strony 1 Czarna kawa bez niczego innego 2 Kawa z biedronki typu 1 kawy i 99 cukru i mleka
1,Hahaha Sebastian skłamał i złamał kontrakt ahahaha dzięki Yana muszę sobie przypominać że to uniwersum jest wymyślone żeby nie odejść od zmysłów hahaha to chyba koniec kontraktu coraz gorzej w tym Kuroshitsuji
1,Lana Del Rey nowa nuta co za niebo
1,Dlaczego venty mi się wybijają na normaltwt i tak macie bloka
1,W ogóle dlaczego zapachy tego typu zawsze śmierdzą odświeżaczem do toalety albo po prostu taką toaletą
1,Każdy kto idzie ze mną do sklepu kończy na wąchaniu wszystkich dostępnych świeczek
1,Czy w waszej szkole też 1 klasy są grzeczne i nie przeszkadzają a 34 klasy stoją na środku korytarza nie dają nikomu przejść i ciągle zajmują tylko toalety na palenie czy to po prostu jakiś margines moja szkoła
1,Dlaczego dużo osób po recovery wygląda tak samo chudo
1,Cierpienie to klucz do sukcesu
1,Jeszcze taką sukienkę
1,Taką na lumpie znalazłam ostatnio Jest czarna tylko dziwnie światło pada
1,Czuję się dzisiaj w porządku to zły znak
1,Buty nie miały jak obcierać z tyłu więc obtarły z przodu
1,Tolkien wiadomo że najlepszy
1,Nie nie jest oficjalnie i wydawnictwo nie jest od BLek tylko shounen ale mangaka ma doświadczenie
1,cięźko
1,5 lat z nim szalone
1,śmierdzące miasto
1,dawno nie miałam tak opuchniętych oczu
1,pozdro oglądam obu wlasnie w telewizji
1,wlasnie doszło do skutku
1,piłam z drugim sędzią plus ligi
1,jadłam obiad z sędzia plus ligi pozdro
1,wszyscy którym daję do sprawdzenia licencjat mówią mi że mega dobra praca i jestem z siebie niesamowicie dumna że się do tego spiełam i dałam radę
1,nie mam dużych zasięgów ale rodzina koleżanki mojego brata z przedszkola straciła wszystko w pożarze mieszkania stracili nawet swojego pieska gdyby ktoś miał wolne nawet parę złotych byłabym bardzo wdzięczna za wrzucenie historia w opisie zrzutki
1,nie dosc ze dostałam okres to jeszcze będę miała lasange na obiad
1,spełnianie marzeń z gimnazjum its happening
1,zrobiłam to
1,chłop mi właśnie powiedział że to jak przełykam wodę brzmi jak dźwięk powiadomienia ze skype i nw czy się obrazić czy co
1,francuski zdany jest dobrze
1,Ale ja dziś kurwa brzydko wyglądam mam nadzieję ze się wyleczę przez weekemd
1,Sabrinka ale niech ta trasa będzie w 2027 bo chyba oszaleje już nie mam czasu w tgm roku
1,To zdanie daje vibe Dlaczego zachwycacie się apple skoro mamy jabłka
1,Wpierdalam ten heviran pd rana a ciagke coś nowego mi wyskakuje no co jest do chuja
1,Polecacie jakieś żele albo maście na opryszczkę tweetme
1,boże tak batdzo chce do domu i najeść sje heviranu bo oszaleje zaraz
1,3 lata nie miałam opryszczki a teraz taka obrzydliwa mi się zeobila smutno mi bo liczyłam że jestem od trgo już wolna a jednak nke
1,wyszła mi jakaś dziwna wysypka na mordzie wczoraj bulo okej wstałam dziś rano u tu coś tskiego nosz kurwa jak się tego pozbyć
1,Nie kurwa wierzę ziomek kupił mi bluzę za 300zł z merchu Taylor
1,Spierpapier używam tego tuszu do dziś i nie wyobrażam sobie go nigdy zmienić najlepsze co powstało na tej planecie i nikt nie zmieni mokego zdania
1,No to co tam wracamg na tindera jak zawsze XD
1,Widzę ze nic z trgo nie wyjdzie wystarczyło mi 5 sekund rozmowy teraz XD
1,Nie no kurwa jakie firę away i on a night likę tonight do kosza mi z tym i dawajcie lepiej everywhere
1,Za dużo wczoraj płakałam bo dziś tak mi się źle na oczy patrzy ze ja pierdolę a do jakoś 21 muszę przeżyć to ze nic nie widzę
1,I najbardziej boli to gdy ktoś ci mówi że dokładnie spełnił marzenie ktote jest twoje akkeat w dzień twoich urodzin boli to cholernie
1,Mega dzień przerosło mnie to wszystko siedzę tylko i ryczę powoli zaczynam nienawidzić moich urodzin
1,Czy będą kirdys moje urodizny kiedy nie będę plakac
1,Brat ogłosił w noje urodziny że spodziewają się dziecka dzięki za zepsucie mojego dnia
1,Pierwszy raz od chyba 7 lat brat będzie na moje urodziny w domu wiem że to kwestia świąt ale I tak fajnie
1,Inaczej wyobrażałam sobie moje życie w wieku 25 lat ale chociaż zjezdzilam milion koncertów żyje sama i jestem szczesliwa
1,Wziął sobie away from homę bardzo do serca
1,Jakby to ode mnie zależało to by się tu przeprowadziła
1,Do you remember when you joined X I do MyXAnniversary
1,wkręciłam margarete w stray kids i nawet wybrała swojego biasa
1,koniec tego mema przeczytałam koszykarzy i czytam na bieżąco tatuśka leave me alone XDD
1,kurde tyle czekania na popeyesa w moim mieście tylko po to żeby zjeść najbardziej basic skrzydełko i wrapa jeszcze gorszego niż w kfc XD
1,lt3
1,pierwszy raz od X lat zrobiłam sobie full mocne czarne smokey eye i stwierdzam że wyglądam jak jebany klaun XD
1,widać że oceniali to głównie ludzie którzy nie czytali książek Czara Ognia na 3cim miejscu to jest NAJGORSZA ekranizacja ze wszystkich 8 filmów i nie zapraszam do dyskusji bo nie ma o czym
1,kurwa zmienili smak Frugo i teraz jest niedobry
1,Jak namówić chłopa do smarowania rąk kremem Narzeka na suche dłonie ale jednocześnie jest przekonany że po kremie będzie mieć śliskie ręce i uparcie nie chce się przekonać że to nieprawda Już nie wiem co robić XD
1,a propos aktualnej dyskusji nt tego że osoby czytające książki pisane w narracji 1os zawsze utożsamiają się z narratorem przypomniało mi się to i teraz to ma sens niektórzy lubią czytać o zwykłych ludziach bo tylko wtedy mogą się z nimi utożsamić XD twitteroweksiążkary
1,NIGDY w życiu nie utożsamiałam się z żadnym bohaterem żadnej książki nigdy nie czułam takiej potrzeby gdy sięgam po książkę to chcę poznać czyjąś historię cudzą nie własną skąd ta potrzeba do robienia self insertu XD
1,na czwarty bo film został SPIERDOLONY
1,nienawidzę konceptu backrooms więc już od samego trailera mi słabo XD niekończące się komercyjne puste korytarze brrrr
1,kurde pierwszy sezon The Pitt był tak genialny ale jak na razie drugi kompletnie nie trzyma tego samego poziomu
1,myślałam że mit o kobietach niegrających w gry to już zamierzchła przeszłość patrząc w komentarze oj jak bardzo się myliłam
1,faceciki baby to tylko w simsy grajom to nie jest prawdziwa gra te same faceciki SZCZELANIE
1,na żadne ja popełniłam ten błąd i zamiast papierka mam teraz depresję
1,kurde myślałam że dziś przyjedzie kurier ale od wczorajszego wieczoru apka pokazuje że paczka nadal jest w trasie a już prawie 12 hej InPostPL jaką jest szansa że jeszcze dziś zmieni się status paczki i kurier do mnie dotrze bo nie wiem czy mogę wyjść z domu XD
1,XDD
1,KURWA JAK TO DOBRZE WYGLĄDA AAA
1,ktoś jeszcze ma jakiekolwiek wątpliwości że to zwykły patus
1,ostatnio oglądałam sobie The Floor i najbardziej przeraziło mnie że w kategorii aplikacje jako pierwsza pojawiła się apka chatugpt
1,Najlepsze występy NCT From homę aka najlepszy występ wokalny całej gali aka ciarki na ciele i Turn baćk Time w deszczu aka Moja Śmierć
1,my we wrocławiu z okazji święta niepodległości mamy tor hobby horse a co u was w mieście
1,Mnie też zajebiście wkurwiają ludzie niestety praca z ludźmi jest ciężka i mało przyjemna ALE złość i frustrację wypada trzymać w sobie a nie wyżywać się na kliencie Oni też wylewają na nas złość i frustrację bo im się życie nieudało ale cóż
1,Jak ja nienawidzę niektórych dostawców KURWAAAA mówię żeby poczekał bo miałam klienta a był zwrot który miał zabrać i ON się SPIESZY NIE MA CZASU i go kurwa nie wzial
1,Japierdole no tłumaczysz dla do dziecka że PRZY ZAKUPIE dwóch za 30 zł jedno wychodzi a i tak kretyni czy jak kupią jedną Kiedy społeczeństwo zatraciło umiejętność uważnego słuchania i czytania ze zrozumieniem
1,Ktoś u mnie w pracy zrespił śnieg w zlewie a na polu nawet śniegu nie ma XDD
1,Ja i moje 10 zł czekamy na 1004 XD
1,Że spoko bo w tym wieku zegar tyka skóra zaczyna wyglądać jak suszona rodzynka a podczas stosunku strzelają to jedynie wasze kości A tak serio że każdy się zaręcza kiedy chce możecie nawet po dniu nie ważne od wieku
1,Kolejny raz dostanie w pizdę frajer
1,Jak zarobić na szybko Ja wiem że ktoś napiszę kurestwo więc od razu powiem NIE TAK NORMALNIE
1,Czemu ludzie zwykli a nie influ mają teraz takie parcie na mój typ imienia dla dziecka PRZESTAĆ KURWA
1,Ja długo tak miałam przez zaburzenia które posiadam ale zaczęłam nad tym pracować bo to chujowe w stosunku do innych a choroby nie są niczyim wytłumaczeniem nie mówię że autor się tak tłumaczy pisze ogólnie
1,Najgorszy typ klienta to budowlańcy i mojego zdania nikt nie zmieni Gbury chamy i prostaki
1,Jakiś Pan starszy się na mnie gapi w kawiarni DAJ MI spokój
1,Dzisiaj będzie najgorszy dzień w moim życiu
1,Czemu zawsze rano mam suche oczy i tak ciężko zakłada się soczewki
1,Tęsknię i wiem że już nigdy nie porozmawiamy
1,Najgorsze jest to że nigdy się z tym nie pogodzę że już nie dorośnie a ja będę coraz starsza chciałabym cofnąć czas i porozmawiać chociaż ten ostatni raz
1,Zaczęłam blokować tych prawiczków na moim koncie
1,Mój przyjaciel wczoraj został znaleziony martwy Jestem rozjebana psychicznie
1,Mówię komuś że drugie toffifi jest za 1 zł i ktoś nie chce CZEMU WY NIE CHCECIE PRAKTYCZNIE ZA DARMO czegoś
1,U mnie każdy płaci za swoje manko po prostu nam z wypłaty potrąca a nie że każdy się składa XD
1,Czemu niektóre kurwy rzucają pieniędzmi na ladę XD To zapłata za wasze zakupy a nie kurwa jałmużna dla mnie
1,Zapowiada się bajka zmiana sama mam to robić
1,Żabka robi coraz bardziej głupsze plakaty XXDD
1,Ej czy 7C na polu to zimno Ubierać bluzę i kurtkę czy tylko bluzę
1,Dziś również będzie ten dzień XD
1,Miałam kiedyś kolegę który na dowodzie miał podpis Kuba bez nazwiska XDDDDDDD
1,Ja nawet nie wiem czy to legalne i kto to przyklepał XD
1,Kurwa no i dwie palety mmm sama będę to robić
1,Jak macie jakieś fajne przepisy z użyciem białka to będę wdzięczna
1,Myślałam też o Garnier color sensation ale nie znalazłam jeszcze żadneych informacji na jego temat
1,dzięki
1,Właśnie słyszałam różne opinie innym się długo trzyma o nie mogą zmyć a inni zmywają po czterech myciach więc już nie mam pojęcia sama
1,Ahaaa dzięki
1,Ja to używałam
1,Za to o tonerze słyszałam że wychodzi inny kolor niż planowany bo to jest do podbijania już koloru obecnego typu że ktoś ma spłukany czerwony to do naprawienia używa toner a ja mam rude włosy obecnie także no muszę się zastanowić
1,Nie mam plam na ubraniach tylko osad na skórze jak farbą
1,Ale chodzi o to że pomyliła cię z mężczyzną czy co
1,N ma za co przepraszać im getting a nice datę from it
1,Ja słyszałam że pword mogą używać wszystkie queer osoby nie tylko geje
1,Przeczytałxm Flowers from 1970 boże jak mi to na psychikę siadło
1,skoro to wyjebało od strony granicy z ukraina nie rozumiem nie podawania takiej noty rowniez imXDD
1,cała torbę dziś z rossmana wyniosłam
1,co sądzimy o olejku intymnym z yourkaya
1,mamo patrz jaką jestem już duża
1,wymieniają się sobą nawxajem obrzydliweXD
1,mamo nie mogem teras zobsczylem ptaszka
1,ale ja sobie kupiłam bieliznę i to w jebanym sinsayu
1,zmierzch na netflixie trzymajcie mnie
1,kupiłam mojej bff pod choinkę rozowa szczoteczkę soniczna i nie wiem co jeszcze
1,co ja mam teściowej kupić pod choinkę
1,umowilam się dziś na dziarke na luty
1,paluch i slon fancam strimujcie
1,MAM zdjęcie ZE słoniem I AUTOGRAF
1,nowy dzidziusdostalam od szefowej na mikołajki
1,na grzale sól nikotynowa z vbara smak grapę ice
1,lubi kotki
1,mieliśmy staring contest
1,mam okres i powiedziałam mojemu chłopakowi że mi smutno a on pojechał do sklepu i przywiozl mi iphona14
1,słuchaj mati skąd wiedziałeś że z marusiem będziemy mieszkanie wynajmować co
1,
1,jezu jak ja bym chciała zestaw barmański do domu tęsknie za stara praca
1,kocham bardzo naszego pieska
1,spizganiec
1,MISIU KOLOROWY
1,słuchaj pierdolona materialistko xd jesteś tym typem który bardzo łatwo zostanie zastąpiony za 5 lat młodsza babka więc ciesz się z tego co masz na teraz i serio zainwestuj w siebie bo nie będzie miał kto inny cię utrzymać
1,tliter jak zawsze z odklejka
1,piksel nam mówi że wyczuwa jakiś spisek
1,oglądam strangers from hell i jeden mezczyzna jest yum
1,ale słodki chłopiec się pojawił w strangers from hell normalnie bym go upuckala
1,skonczylam strangers from hell
1,się zastanawiałam skąd kojarzę typiare która gra dziewczynę bohatera ze strangers from hell a ona była w 4 mvs day6XDDDDDDDD
1,chłopaki nie kluccie się racja jest jak dupa każdy ma swoją i to jest jakby okej
1,no i może idzie po studniówce no japierdole wielki problem faktycznie
1,taki był mój sylwestrowy look
1,pov wyprowadzils się z domu i teraz przy każdym powrocie do rodziny zabierasz ze siba kolejne pierdoły
1,jak to się niby wylosowało że ja pol życia myslalam że jestem ace a teraz okazuje się że chyba jestem hyperseks czy bóg był najebany jak to wymyslal
1,zarabiam pieniądze z pasji moja praca polega na siedzeniu i robieniu głupich stworzeń z origami a czasami sprzedam jakiś alkohol i to też jest okej
1,czemu nie da się tak zrobić żeby mi pokazywało tylko mężczyzn z długimi zadbanymi włosami
