text,label
"za bardzo przejmuje się rzeczemy, które są tak mało istotne",1
"jeden dzień wolnego po napierdalaniu przez 5 dni po 12 godzin to jebany żart. potrzebuje innej pracy, bo ta mnie wykańcza zarówno fizycznie jak i psychicznie",1
jak ja kocham oglądać stare zdjęcia,1
"Mam dzień wolnego przed pięciodniowym maratonem, a oni do mnie rano napisali, czy nie chciałabym przyjść do pracy. Nie, nie chciałabym.",1
"Co tu wejdę to widzę nowe nagrania, na których gówniarze znęcają się nad innymi. Chore, kurwa, chore.",1
"Na bank o tym wiedzą albo są w  poszukaniu informacji na ten temat. 
Możecie sami nagrać o tym temat film na YT. Technika dowolna byle miał dobry przekaz",1
"Moje pierwsze konto na fb miało na profilu Harrego Stylesa i on sie nie odezwał do mnie że mam zmienić
Polscy influ, bierzcie przykład z Harrego Stylesa",1
kobiety nie sraja,1
"jest teraz ten trend na tik toku ""from the perfect start, to the finish line"" 
i ja się zastanawiam czy to teraz tak wygląda, że przez smsy zaczynacie być razem i kończycie relacje też poprzez wiadomości XDDD co jest.",1
"Pod ""rzadami"" #tusk a i #KO nawet kopalnie diamentów by zbankrutowały.",1
"A ostatnia rocznica i słowa do Ks. Isakowicza,,  Nie prowadzimy polityki biegania z widłami,, Wstyd brak słów Ks. Isakowicz wielki człowiek który pamiętal o ofiarach Wolynia i mówił prawdę o Kościele co nie było w smak PiS",1
"ładna jest, ocb?",1
Ej f2015 ile wam wyszło pH w zadaniu z amoniakiem?#matura2023,1
ale najpierw sie zdziwiłam że amoniak takie ph może mieć XDD,1
zajebiście mnie też,1
kurwa o tym graficie to przeczytałam wczoraj o 22 i weszło takie pytanie xDDDDDDDDDD #matura2023,1
"#BAYRMA

Wyłączyłam w 83 minucie, bo stwierdziłam, że pewnie Madryt idzie dalej 😆 O jak się teraz zdziwiłam haha.",1
Oho! Ktoś coś wie?,1
"Mam wrażenie, że to trochę wygląda jak Uncharted.",1
"Dwóch wielkich, Jacek Magier i Leo. I to zmarli w ten sam dzień.",1
Wtf? Co tu się odjebalo?,1
"#SCFBAY

Wygrywasz 2:0 do 80 minuty, żeby przejebać trzema bramkami 🤣🤣Hit.",1
"#skijumpingfamily

Komentatorzy to hit. Jeden mówi, że właśnie na belce AMERYKANIEC, a drugi stwierdził, że Bułgar, to Białorusin, bo pomyliły mu się flagi 😀😆",1
"#SWEPOL

Jak będziecie kiedykolwiek mówić słowo NIESTETY, to niech Wam się przed oczami pojawiają te obrazki. 

Tak dobrze grać, a tak przegrać…",1
"#SWEPOL

Haha, piękna reakcja.",1
"#SWEPOL

Ale wiecie co? To co zrobił Urban ze zmianami, to jest po prostu dramat. Zapomniał, że chyba coś takiego jest.",1
"#SWEPOL

To jest po prostu dramat kurwa. Straciliśmy tak frajerskie bramki, z tymi kurwami szwedzkimi. Ale nic nie przebije ich symulek i ten sędzia. Dajcie spokój.",1
"#SWEPOL

Te symulki, jakieś dziwne faule. Sędzia nas kręci jak chce. Ale cóż. 
Niby dobrze gramy, zaraz gole z dupy. Nie widzę tego. Stracimy jeszcze jedną bramkę z niczego pewnie.",1
"#SWEPOL

Zjebal Zalewski… to jest hit. Rzut wolny z niczego.",1
"#SWEPOL

Zalewski, Ty przepotężny SKURWIKŁAKU!!!! Co za gość!!",1
"#SWEPOL

Nasi już nie potrafią dobrze piłki zatrzymać przy nodze, czy nawet ruszyć z jakąś akcją. Ciężko się to ogląda.",1
"#SWEPOL

Haha, ja pierdolę. Jakie to jest żenujące.",1
"#SWEPOL

Ten sędzia to też jakiś jebnięty. Wstyd normalnie.",1
"#SWEPOL

Dla Roberta, za jego last dance. Polacy, nie spierdolcie tego. JAZDA Z NIMI!!",1
"Ale będziemy jutro wkurwieni o tej porze 😏😏

NIECH SIE MOJE SŁOWA W GÓWNO ODWRÓCĄ.",1
"#skijumpingfamily

Oho, rozmowy trwają haha. Czyli jednak pozycja Maciusiaka nie taka pewna, jak byliśmy pewni. I bardzo dobrze.",1
"Pokuta (2008) z Keirą Knightley i Jamesem McAvoy, Gosford Park (2001), Jojo Rabbit (2019)",1
a w przyszłym pozostałe 2,1
"Jednak dobór utworów choć ikoniczny, to nie pasujący do Francji, jak np. Gala z Freed From Desire.",1
gabbie hanna i dis to jest jedna i ta sama osoba w różnych fontach po prostu,1
kici,1
olx w formie,1
siema,1
geje,1
oranżada,1
"No I zabawa się skończyła 
They took down Ky/s from nomination to youth word of the year",1
"Dziewczyny, nie pijcie w ciąży bo urodzi wam się taka Marta.",1
"Oby, tragiczna minister, dla dobra programu Czyste Powietrze trzeba to zrobić. @pkukiz @PolaMatysiak wietrze że jako panstowwcy to widzicie że jest taka potrzeba",1
Poseł na sejm parti rządzącej jak by ktoś nie wiedział,1
Gdy byłem w podstawówce i poznawałem historię miałem taka myśl że ja na pewno bronił bym ojczyzny. Po tym ostatnim ataku zacząłem się zastanawiać czy nie wstąpić do terytoralsów. A czy po tym ataku mieliście zastanawialiście się jak byście się zachowali gdyby nadeszła wojna?,1
Panie prezydencie @NawrockiKn  sprawa jest,1
"W przerwie meczu włączyłem TVP info,  naprawdę nie róbcie tego samego. Jakim cudem my wydajemy publiczne pieniądze na takie gówno. 
#kwiatkipolskie",1
Halo! @jpinkwart ! Jeszcze takiej ilości komplementów nigdy nie miałaś w mediach społecznościowych..... 🤣🙃🫨   Nie musisz dziękować,1
W sumie to chciałbym to zobaczyć. Ostanie działania Pana Mecenasa doprowadzily do spadków to może teraz tak będzie działał aktywnie że KO zacznie mijać się z Konferencją,1
"Bardzo ważna deklaracja w końcu ktoś kto będzie chciał coś zmienić. Obym nie chwalił za wcześnie ale czekam na inicjatywy Pana Prezydenta 

Być może  @pkukiz będzie w końcu miał swojego sojusznika w postaci pierwszej osoby w Państwie.
Kibicuje.
Jeszcze niech @KONFEDERACJA_ poprze",1
Warto dać zasięg tak aby @NawrockiKn mógł to zobaczyć.  Jedynie nie użył bym słowa capmus bo kojarzy mi się jedną stroną polityczną #ponadpodziałami,1
"Cytując klasyka, wszyscy woooon. Kolejni odklejeńcy. Naprawdę czas pozbyć się POPISU. Niszczą nam Polskę, dzielą nas w imię swoich korzyści",1
"Dajcie mi znać jaki system wybralibyście gdy to od Was zależało: 
#ankieta",1
"Kocham Hiszpanie ♥️🇪🇸♥️
Bądźmy szczerzy Dembele i Mbappe Nico i Yamal",1
"Od wczoraj zacząłem brać leki, nie wiem czy to dobrze bo można powiedzieć że przepisałem je sobie sam. Około 10 lat temu zostały mi je przepisane przez specjalistę. A teraz przepisał mi je lekarz rodzinny bo  tak go poprosiłem. A on to zrobił i nie wiem czy to dobrze #samożycie",1
A i dziękuję wszystkim którzy postanowili mnie obserwować.  Dzięki że jesteście. Pierwsza 100 za mną,1
"Wczoraj napisałem o swojej chorobie, myślałem że to mi pomoże. Niestety. Dziś było inaczej niż zwykle. Oprócz tego że czułem się źle miałem w sobie przez jakiś czas wewnętrzny niepokój mimo że wiedziałem że nie mam powodu by się tak czuć. 1
#samożycie",1
Wiele osób które nie doświadczyły choroby depresji nie zrozumie jak to jest. Nie jesteśmy wejść w czyjeś buty. Ja mam do siebie pretensje o to że mimo że wiem jak to działa to nie zacząłem działać zbyt wcześnie i jestem w takim stanie jak obecnie,1
"Postanowiłem że będę pisał tu co jakiś czas lub nawet codziennie o tym, jak walczę z choroba lub jak z nią przegrywam.",1
Nie zrozumiał Pan ale wcale mnie to nie dziwi.,1
Każdy kto to udostępnia jest dla mnie zjebem.,1
"let's gooo, jestem mega ciekawa",1
jeśli facetowi zajęłoby 8 lat podjęcie decyzji o oświadczynach to raczej mało by to miało wspólnego z byciem pewnym swojego partnera XD poza tym nawet po tych 8 latach druga osoba może się okazać złym człowiekiem,1
"ja osobiście wolałabym nie marnować tyle lat życia z osobą, która jeszcze na koniec by się jednak rozmyśliła XD max 2 lata and then i'm moving on",1
"jestem tak niewyspana, a po pracy jeszcze czekają mnie ponad dwugodzinne zajęcia teoretyczne z kursu strzeleckiego 🫩🫩",1
mamy już bilety 😛😛,1
znowu sprzedały mi się rzeczy na vinted,1
"skoro tak dobrze mi idzie to jak wrócę teraz do domu to powystawiam chyba w końcu niektóre albumy kpopowe, które i tak pochowane są po szafkach bo nie mieściły mi się na półkach",1
"zastanawiam się czy nie wybrać się z bestie na maraton horrorów do heliosa, ale znowu tylko na pierwszy film bo to premiera mumii",1
once it comes out it's gonna be the same as with that one hot axe man demon from the new conjuring movie and i'm here for it,1
zachowujecie się tak jakby większość bullies po szkole nie zakładała rodzin i nie wiodła sielankowego życia po tym jak już zgnoiła je innym XD,1
"bieber pluł swoim własnym fanom na mordy długo przed tym i wykazywał się arogancją, i refuse to believe this time is any different i że to jakieś przemyślane i głębokie.",1
from jest zajebiste bardzo dobra decyzja 👊🏻,1
"zaczęłam oglądać from i to mi daje mega vibe lore'u dead by daylight połączone z konceptem predators (2010), mega się wciągnęłam",1
od wczoraj też mam całego tiktoka w tym XD i graduated from catching print university,1
"ja w odp u ciebie zobaczyłam nawet moją jedną moot z którą się obserwuję na ig i ona ci napisała, że pierdolisz xdd honey, widzę twoje zdjęcia na ig, i can tell from a mile away, że to android 💀💀 to też był właśnie jeden z powód dla których kupiłam ip.",1
"Wydaje mi się, że właśnie tak będzie. Bo Akemi sama dostrzegła w tym mężu coś specjalnego czego Taigen nie potrafił jej dać. A Taigen z kolei zaczął czuć to dziwne przywiązanie i wręcz obsesję wobec Mizu. Takie napięcie jest między nimi from enemies to friends to possible lovers.",1
ucze sie angielskiego bo tylko na to mam motywacje teraz,1
tak mi sie nudzi jak jestem w rodzinnym miescie a tyle bym u siebie zrobila przez ten czas…,1
ktos napisal ze  nowy album sabriny opisuje fazy cyklu miesiaczkowego 😭😭😭,1
za 3 tygodnie lece do londynu i czuje sie jakbym uczyla sie na trudniejsza mature z angielskiego,1
wracam tu,1
dawno mnie tu nie bylo ale to dlatego ze jest tu nudno af,1
nowy miesiac nowe powody do cierpienia,1
kobiety sa jak: wiem ale i tak mozesz mi przyznac,1
mam 6 budzikow bo juz sobie nie ufam,1
jak mozna olac taka wiadomosc w ktorej ktos panikuje przeciez to powinien byc ludzki instynkt zeby zareagowac,1
o bedzie kolejna piosenka o nim 🤓,1
z siostrzencami mi tak czas leci bo nie mam nawet 5 minut zeby odetchnac,1
bylam na terapii i pani powiedziala ze najlepszy kolega to gej,1
tak bardzo nie lubie niedopowiedzen bo mozg nie odpuszcza i szuka mozliwych wersji i trudno bede wierzyc w swoja teorie,1
takie czasy ze nie nadazamy za swoim wiekiem,1
rick i morty dzialaja na mnie terapeutycznie,1
zapominam czasem ze jestem w wieku tate mcrae bo mam figure 16latki,1
wlasnie boje sie mowic ze lecze sie i studiuje psychologie jednoczesnie ze ludzie pomysla ze po to poszlam na te studia a to nieprawda :(,1
oj cos czuje ze ten album zabije niektorych,1
you can’t spell lonesome without me,1
nie wiedzialam ze desperate housewives jest takie mocne,1
JEZU😭😭😭,1
OKURWA NIE,1
W KAZDYM ODCINKU MUSI MNIE KTOS WKURWIC,1
ale musze dokonczyc ogladac bo jeszcze kilka sezonow,1
Szczerze? Totalnie mogłabym pracować w tym zawodzie,1
💸💸MATKI PIENIĘŻNEJ💸💸,1
Liczę ze jutro będzie matki pieniężnej i będę mogła grać w sf,1
Zapomniałam leków na alergie na praktyki i umieram,1
#jebaćtopole,1
Nienawidzę topoli tej jebanej kurwy,1
Tęsknię za moim przyszłym mężem.,1
"Pokochałam film ""Lizać"" oficjalnie mój ulubiony film.",1
Do Ciebie,1
No nie polubie tej dwójki razem,1
Hiiii TiTi,1
Chyba właśnie wyodrębniłam nową osobowość i już ją kocham,1
Właśnie myśl o tym,1
Nocowanko u Kasiego?,1
ironia że staruchy i ci z najwiekszym bębnem najczęściej chodzą bez,1
ale czemu chcesz swoją matkę w domu zamykać chill,1
jeszcze jak jest ladnie wyrzezbiony to tam vhuj ale najczęściej takie spaślaki z bebnami jakby polkneli arbuza musza sie wszystkim pokazywac fuj,1
jest taki piękny że chce mi się płakać😭❤️,1
"na AOL - anonimowi otyli ludzie, polecam",1
większe kary muszą być,1
z tego co widzialem to bardziej chude patusy,1
Jaki from?,1
"Kary muszą być wprowadzone i powinna być wystawiane, a nie kary powinno być tylko w teorii",1
Miała hajsu niewiele więc była eskortem w niedzielę,1
Ja też jestem bigosiarą,1
No ogólnie zakaz i jest to karane,1
A ja lubię kiedy mówi Automacik Automacik Automacik,1
"Przypadkiem to nie ty broniłaś kobiet, jak jakiś chłop napisał że topy powinny być dla modelek?",1
a mogłabyś 5kg,1
"A gdy facet powie że laska w legginsach z fajną wyrzeźbioną dupą jest ok, a gruba ulana świnia z dupskiem wielkości szafy nie, to już jest płacz xDDD",1
Nie mogę patrzeć mu w oczy,1
PATKA WPISZ SOBIE SERIAL FROM I WSZYSTKO BEDZIE JASNE XDDD,1
czy oficjalnie mozemy wrócić do zakazu dawania glosu lewaczkom?,1
"Ciesz się że nie powiedział ""nie jestem uberem, jest ku$wa piwkiem"".",1
"Godzinę po informacji o śmierci żołnierza, PiSdy mieli gotowe memy… 
Przypadek❓",1
Nawet Polsat was przejrzał i jest przeciw…,1
"Jak długo jeszcze, PiSowskie sqrwysyny, będziecie przeszkadzać w normalnym funkcjonowaniu państwa❓",1
"Spotkania zimnego Lecha z Donaldem Tuskiem były bardziej efektywne…
Co na to, jeszcze ciepły Jarosław❓",1
Zdelegalizować PiS ❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️,1
"Raz zdobytej władzy, nie oddamy 😂😂😂😂😂",1
"Polski policjant…
Ma honor, bo wykonuje rozkazy…
Ma poglądy, bo wykonuje rozkazy władzy.
Ma przeszkolenie w zakresie ochrony wodza narodu…
Nie ma przeszkolenia w zakresie zatrzymania niebezpiecznego przestępcy…
Daje sobie strzelić w łeb, w imię powyższych zasad…",1
"Dominika Chorosinska, patronka kurew, ministrem kultury…
Bo to Polska właśnie…🙈",1
"A może te PiSowskie aparatczyki, wypowiedzą się na ten temat❓",1
Noooo ❗️,1
"Niby konferencja Kaczyńskiego na temat projektu podniesienia wieku emerytalnego przez Tuska i, niby, rozmowy z konsulem Niemiec, w Polsce.
Takie rozmowy przeprowadza się na równoległych szczeblach, czyli konsul z konsulem a nie z wicepremierem!
Dość❗️",1
Sprawca użył broni palnej i wyjebał wszystkie infantylne dzidzie z TT.,1
"Wolność kocham i szanuję, wolności oddać nie umiem…

PiS jebać i się nie bać❗️❗️❗️",1
"Ty głupi chujku, Andrzej Duda 🙈",1
Ciekawa jestem jak ksiądz zabójca i samobójca zostanie oceniony przez swoich i nie swoich❓,1
"Jak się macie, wyruchani przez PiS?",1
"Całuj, chamie, całuj 😘",1
Lowkey chce odwołać terapie i sir zaćpać ale tez chcr porozmawiac z terapeutą bo tego potrzrbujr zanim sid zaćpać,1
Moja matka udaje teraz obrażoną i zachowuje się jak nastolatka.,1
Ja nie wiem czy mam siłę żeby się leczyć. Teraz to chcę tylko umrzeć,1
Honestly to jestem dzień mo meltdownie i nadal mi nie przeszło,1
Jak się zrzygam w przychodni to przynajmniej lekarz będzie już na miejscu a szpitak pare ulic dalej,1
Ah cudownie teraz oprócz delirki bede miec atak paniki i juz na pewno mnie zgarną,1
Zafundowałam sobie zespół serotoninowy i teraz chcą wysłać karetke a ja sie chciałam tylko dowiedzieć czy  juz mi zagraża życiu czy jeszcze nie i musze wziąć więcej,1
Coś mi sie wydaje ze dzisiaj na uspokajaczach bo jestem na granicy ataku paniki,1
Czuję się odepchnięta,1
"No i chuj, jestem chujowa i robie chujowo i ofc powinnam siedziec w fomu a to ze inny wyraźnie olali moje potrzeby to już chuj",1
Moja dziewczyna jest zła mimo że to ona źle zapamiętała. Idę się zabić🫠,1
Man ochotę let it all go i po prostu jutro się nie obudzić. Cudowne myślj,1
"O mamo, nie dam rady, musze sie zdrzemnąć albo chociaż poleżeć i pomyśleć o niczym",1
Haha zabije sie haha kurwa nie moge już i nie chce,1
Mam jakby atak paniki wtf?,1
"Jestem gruba świnia, nic dziwnego że nikt mnie nie lubi",1
Umrzeć,1
"Chuj w dupie mi, jak zwykle",1
Ej a wiecie że nie warto mieć znajomych i umawiać się na coś wspólnego bo nawet jak wy chcecie to ta druga osoba się obrazi że przecież nic nie obiecywała a jak obiecywała to teraz nie ma czasu,1
Ech psycha siada. Duone sobie blisterek psychotropów i kawke to może mi będzie miło przynajmniej,1
Jade sobie autobusem i widze JANUARY SALE PLANTS FROM 1.99  a to sie okazuje ze jechałam obok pubu i to nie było plants tylko pints :/,1
"No dobra. Skoro cyrk o Radę Nowych Mediów mamy już za sobą i zaczyna się teraz gadanie o wszystkim dookoła... Rozumiem, że to organ konsultacyjno-doradczy @prezydentpl  i są jakieś konkretne cele, aby pomóc Nam, użytkownikom? Czy to salon do lansowania się, aby więcej ludziom wciskać fake newsów za większe budżety?",1
Ile tu jest wątków w tej historii.,1
"Napisałem wczoraj o tym właśnie post.
Na prawdę dziwi mnie, że kogokolwiek takie rzeczy zaskakują.

Trading to najbrudniejsza gra na świecie, w której wszystkie chwyty są dozwolone.
A rynek nie daje nagrody za granie fair-play.",1
"Kredyt we frankach ? To po co wyliczenia w złotówkach ? 
Wyliczenia tez we frankach 😂😂",1
"Bez wątpienia jest więcej osób, które twierdzący, że Starship to oszustwo",1
"nauczcie się nowej gadki, bo ta już się każdemu znudziła",1
"Ja bym lekko zmodyfikowała grafikę  tj FROM na biało, POLAND na czerwono, tło bym dała takie, aby biel się odcinała i byłaby flaga Polski z napisu🙃",1
"Mają też bardzo odważny, optymistyczny outlook na wycenę BTC",1
"🇵🇱W tym miejscu warto też przyjrzeć się akcjonariatowi @playofbattle. Przed emisją największym inwestorem spółki jest Noobz from Poland, które oprócz kapitału, oferuje także zespół produkcyjny. Drugim największym akcjonariuszem jest prezes @BartosiakJacek. Co ciekawe, 14 czerwca oraz 14 października sprzedał on łącznie niemal 38 tys. walorów PoB, tym samym zmniejszając swój udział w spółce do około 18%.",1
"O jak rykłem XD 

from Sorosz Grid Scena",1
"To trzeba na spokojnie usiąść i wyedytować historię. 
A później powtarzać, że nie ma dowodów, że wiedział.... co mówi ;)",1
"Nowym akcjonariuszem studia odpowiedzialnego za  Total Tank Simulatora został Agio Smart Money FIZ zarządzany przez Pawła Sugalskiego.

Tym samym Noobz from Poland zyskało inwestora zaznajomionego z realiami branży produkcji gier, mogącego zapewnić merytoryczne wsparcie przy produkcji strategicznego Play of Battle.",1
"Czy myślisz, że to już jest dobry moment, zeby kupować?",1
obserwujcie @Ukene_,1
Hunger games: dożynki,1
Pozdro do rzeszowa,1
O 2 w nocy będzie event,1
Czemu kolejna losowa osoba powiedziala mi per pani xdd,1
Dziwko,1
Kurwo masz napisac,1
Ale gówno mi wyszło xdddd,1
Są to jakieś osoby soulsiarskie co by chciały razem pograć,1
Daily reminder that jesus canon fursona is a sheep not a lion,1
no way,1
Ale zajebiste szkoda że termin tragiczny,1
ślązacy xD,1
Za,1
Jeśli pominiemy graczy fify i voda to będzie 70% kobiet,1
Jestem ostatnio coraz bardziej libkiem,1
W polsce to nie gej tylko pedał,1
Idzie ktoś na book game w krakowie?,1
Jutro w mojej wsi jest jarmark wielkanocny,1
definicja walki huja z butem,1
ide przelać kase izraelowi,1
"NIENAWIDZE DEWELOPERÓW
NIENAWIDZE DEWELOPERÓW
NIENAWIDZE DEWELOPERÓW
NIENAWIDZE DEWELOPERÓW
NIENAWIDZE DEWELOPERÓW",1
jak z dupy wyjęte lepiej nie ryzykować,1
"faze w pizde
polska w pizde",1
Real champions stick together💪💪💪,1
rozpierdaLAMY @sznioo,1
Hello happy najlepszego greetings from warsaw warszawa ciemna strefa hiphop,1
Pozdro z Grecji (greetings from greece),1
any new przyjaciele? dzienki z gury [thanks from the mountain],1
"BarTkE
dzieny (thanks from mountain)",1
Rel😭😭 sama jestem fankom Zugaj,1
Tak😭,1
"Snowfall rozwaliło mi łeb, ale zakończenie chujowe, że tak powiem",1
🥶,1
"Pani od wosu się chwali, że lubi donosić jebac 60",1
"Dostałem wezwanie na komisję wojskową… jak powiem im, że będę strzelał do swoich to dadzą mi kategorię e?",1
Dobrze😭😭😭,1
Nie no pojebie mnie czemu nie mogę zasnąć aaaaaa,1
Ja fan @hajperson,1
Drip drip🤓,1
Biorę rozpęd z kilometra,1
?🙄,1
"""Przez komfidentów dobre chłopaki patrzą na świat zza krat""",1
Moja pierwsza miłość ma na imię Mary Jane,1
"A co jeśli tak naprawdę planety mają swoje rządy planetarne ,a nasz się ukrywa i wmawia nam, że nie ma innych.",1
Zjarany słucham Kaliego z kolegami a wy?,1
"Biję się, kradnę, ćpam, siedzę na ulicy, takie o mnie mają zdanie",1
Aaaaale speedrun 13 sekund,1
Witam,1
To bardzo wiele dla mnie znaczy,1
No i chuj wielki oraz szelki poleciały bombelki,1
❤❤❤,1
Jebać kłódkarzy,1
Braun to Giga Chad,1
Dobranoc,1
"Dzień 1 badań nad przywróceniem Generała Pinocheta do życia:

Nie mamy ciała, bo zostało skremowane. Nie wymyśliliśmy jak go ożywić jeśli dostalibyśmy się do ciała naszego wielkiego generała.",1
"""Daddy is back bitches!""",1
"Hej, @grok, kto był najbardziej znaną osobą, która odwiedziła mój profil? To nie musi być wzajemne, nie oznaczaj ich, po prostu powiedz, kto to był",1
"Może to hejt,a ty twierdzisz,że komplement",1
"Patryk (@mortalcioyt) może już miałeś te pytanie,ale w dupie to mam 
Skąd masz tą bluzę?? #mortalcio",1
"Tak samo jak ty @tobartekkubicki 
Normalnie brat bliźniak #genzie",1
Siema i cię nie ma XD,1
"Sorry,za późno XD",1
Uwielbiam was @mortalcioyt i @Postirolek #mortalcio,1
"Dzisiaj jeszcze jeden egzamin z farmakologi, oby był zdany",1
"Cieszę się,że @Postirolek i @mortalcioyt są w Poznaniu, akurat wtedy jak mnie nie ma w mieście. 
Normalnie super!! :)))) #mortalcio",1
"Sorry Bartek,ale to jest akurat najgłupsza rzecz #genzie",1
"KURWAAAAA
BIOFIZYKA ZDANA. !!!!!!!!",1
"Bartek tu ma minę jak 
Srający kot #genzie",1
"Tylko jedno słowo tu pasuje 

DUMNA #genzie",1
Świeży bo Patryk będzie zazdrosny #genzie #mortalcio,1
Ja pierdole ludzie zdałam farmakologię,1
"Dzisiaj mam zaliczenie z farmakologii i modlę się, żeby baza siadła",1
"MIŁOŚĆ ROŚNIE WOKÓŁ NAS!!! ❤️
#moratlcio #genzie",1
Ja pierdolę widziałam te obie lux częściej w tym sklepie niż własnego starego,1
"Ten ostatni sezon squid game po połowie był już tak chujowy, dobrze że go z Zuzią oglądałam bo przynajmniej nudno nie bylo, ale zakończenie tak chujowe 👍",1
Już się cieszyłam że do ligi 😭,1
Humor typu zjebany normalnie dzisiaj,1
"Czemu ludzie kurwa jedzą picce z żabki, jak to jest milion razy droższe i jeszcze żeby wam ktoś podgrzał",1
"Odebrałam liquid za darmo, ale jest taki do kitu w smaku bo w ogóle go nie ma 😭",1
Jutro dzwonię do żabki ja się chyba poddaję … bardzo nie chcę ale chyba już muszę,1
"To jak potrzebuje nowej klawiatury to przesada jedna się tnie a druga już nie daje rady, a nie chce kupować syfu za 200 zł tylko coś porządnego",1
Ale bym zjadła mango sorbet z lidla ale w moim lidlu nigdy go nie ma oczywiście,1
nie musicie przypominac już mi bylo wystarczająco smutno,1
Kotek na mnie zasnąl 😭,1
"Ale się cieszę, że znowu mamy kontakt z Mydełkiem",1
Randka z żonką,1
Chodzenie na zakupy z kobietą to ciężka sprawa,1
Na mnie 4 szafy na mnie 4 kurwy,1
"Nie no nie mam tylko z inazumy ayato i chce go niby żeby mieć wszystkich z inazumy ale jak przejebie na jakąś usless konstelacje typu chiyori kokomi albo yoimiya to się popłaczę chyba, a ja chciałam po c4 ayake i po ayato iść scam w chuj z tym banerem",1
Tak mnie łeb boli klasycznie,1
Jezu będzie jakiś update ze star wars w fortnite i taka dupa bo ja tak nie lubię a cały miesiąc to ma trwać,1
Siedzę w piżamie z Hello Kitty i myślę czy założyć koszulkę z Hello Kitty czy cinamon rollem myślę że slay,1
"&gt; Prześladuj osoby trans
&gt; Zacznij obarczać winą tranzycje za pogorszenie się ich zdrowia psychicznego",1
No i dobrze zrobiła,1
Co-,1
No cóż nie wiem czy interesowanie się jak wygląda pizda drugiej osoby jest czymś normalnym,1
Szczerze gdybym miał pewność że nie zacznie nagle odpierdalac na scenie to też bym poszedł na jego koncert,1
Dawaj do Niemczech beka w chuj będzie,1
"Bardzo mnie śmieszy że automatyczne tłumaczenie działa odrazu z każdym językiem oprócz angielskim xdd
Ale w sumie dobrze bo wtedy już bym kompletnie się rozleniwił",1
Szczerze jak lekko nauczy się w tym sosie to gówno daje,1
"Dlaczego oni tam mają wszystko w jebanej folii, nie potrafią normalnie gryźć jabłka że muszą mieć pokrojone jak dwulatek",1
Chyba bym strzelił sobie w łeb,1
Bratku… 💀,1
"To zależy, jeżeli wychowawca naprawdę był dobrym wychowawcą i starał się jak może to prezent w postaci kwiatów i czekoladek jest jak nasranie mu do mordy",1
Oj bratku,1
KURWA CHCE TE BUTY JAPIEEDOLE WJENWKS,1
Mango,1
Co to kurwa jest,1
Jebane Ai,1
Ez,1
Hell win,1
"Dobra plakat jest obrzydliwy, ale jeżeli film jest o tym o czym ludzie piszą to również jest też w chuj dojebany",1
Oh nie ale jak to możliwe że system usa w którym liczą się tylko najbogatsi zawiódł nie pierwszy i nie ostatni raz :000 szok i niedowiedzenie,1
"Ale ej to wszytsko jego wina, przecież jak to możliwe, że typ jest niepoczytalny i ma jakąś dziwna schizofrenię",1
"Ale nie ma hasła ""hasło"" więc znaczy że bezpieczne",1
Czekaj że co 💀,1
Supporty są zajebiste a jeżeli ktoś narzeka to po prostu ma kija w dupie,1
Skończyłem,1
Trzeba byc naprawdę upośledzonym żeby tego nie wiedzieć,1
Dosłownie,1
Czyli teraz wszystko co jest związane z seksualnością kobiet tak naprawdę jest dla mężczyzn xd,1
Kurwa ja chciałem aino i illuge na c6 jebnac a nie,1
A cwele dalej będą pierdolić że takie dziecko będzie mogło mieć szczęśliwe życie 🫩,1
Ja tu widzę kutasa,1
😐 wolę żyć w bańce,1
Me fr,1
ja więcej codziennie z pracy wracam na piechotę xD,1
ta koszulka to wygląda jak pucci z bazarku za 5 ziko xD,1
chivas kocham cb,1
to będę ja już w tę sobotę,1
chcę już wrócić do domu i pograć w house flippera,1
why is she SO skinny... they got her,1
"dosłownie spędziłam cały poniedziałek wielkanocny, grając w tę grę, ona jest WYKWINTNA",1
Od 5 godzin gram w house flippera,1
Chyba zrobiłam najlepsze pazy w życiu,1
Cudowne som,1
najlepsza ilustracja ever,1
NIENAWIDZĘ EXCELA!!! TY KURWO JEBANA,1
imagine rave z palmami,1
"typiara chwali się unimilem, do czego to doszło",1
"robiłam tak na stardoll, bo wszystkie ustawiały sobie hasła kotki123",1
"2020 był 6 lat temu, a ja mam wrażenie, że od tamtego czasu przeżyłam 10 lat i 10 różnych żyć",1
"Coś kojarzę że chyba młode miały kłopoty i.... Albo Jerry wezwał ich matki aby poraz kolejny wróciły w kostiumy albo one mu wbiły na chatę i go sponiewierały, że się zgodził by wbiły sie w kostiumy 🤔",1
CHCESZ FROM THE BACK CHCESZ FROM THE FRONT BO WYGLĄDASZ ZAJEBISCIE Z OBU STROON,1
"from: me 
to: każdy, kto wchodzi do mojego pokoju. 

weźcie się odwalcie od moich lampek, mam gdzieś, że nie ma świąt, one tu wiszą cały rok.",1
"From: me
To: osoba, która robi mi spam gwiazdkami pod historią

Plz zostaw chociaż jeden komentarz poczebuję tego prooooszę :(",1
OMG KOLEJNA?!?! MUSZĘ TAM PÓJŚĆ,1
zdradziło go “from” ale poza tym poszło mu zajebiście XDDDD kisne,1
